id,id_artist,num_samples,sr,centroid,rolloff,flux,rms,zcr,spectral_bw
TR234697,ART25707984,1323000,22050,"[2084.89063547 2334.92094793 2654.45133459 ... 1337.92745188 1894.70620038
 2290.39729669]","[4748.07128906 5264.86816406 6492.26074219 ... 3240.74707031 4618.87207031
 5415.60058594]",[0.         0.         0.         ... 5.821476   1.9761485  0.27639687],[0.08600894 0.08897287 0.08993617 ... 0.45766997 0.4546997  0.33751944],[0.04248047 0.05712891 0.06591797 ... 0.03955078 0.04882812 0.04345703],"[2308.81205342 2547.89961243 2933.90257646 ... 2139.10525951 2494.25507925
 2624.22840835]"
TR237380,ART25707984,1323000,22050,"[1629.91221559 1758.22412617 1952.02430651 ... 2894.56061543 2797.14191466
 2346.04019658]","[3639.11132812 3832.91015625 4069.77539062 ... 5749.36523438 5932.39746094
 4974.16992188]",[0.        0.        0.        ... 5.5187917 1.8133025 0.5764298],[0.20910962 0.24319379 0.25767738 ... 0.17344624 0.10750102 0.04866113],[0.02392578 0.04492188 0.07128906 ... 0.12353516 0.11669922 0.07763672],"[2142.72023594 2223.31841834 2380.66113923 ... 2641.60878422 2781.44915253
 2663.33077823]"
TR444078,ART07024718,1323000,22050,"[2636.64126303 2701.63418081 2699.34940078 ... 1728.57237618 1937.79872773
 2027.13777493]","[6309.22851562 6158.49609375 6126.19628906 ... 4726.53808594 4317.40722656
 4198.97460938]",[0.         0.         0.         ... 0.24361987 0.86935353 2.3363369 ],[0.19954158 0.24810487 0.2737764  ... 0.32078767 0.2767418  0.24264313],[0.06298828 0.08935547 0.10546875 ... 0.03027344 0.04589844 0.04199219],"[2823.20443898 2743.30945316 2733.79114409 ... 2680.55778098 2531.96439108
 2492.24742291]"
TR744298,ART25707984,1323000,22050,"[2973.78455112 3077.13412081 3127.3025518  ... 2216.85260523 2433.9898347
 2527.75644059]","[6061.59667969 6309.22851562 6782.95898438 ... 5178.73535156 5221.80175781
 5394.06738281]",[0.        0.        0.        ... 1.7285471 1.2437422 0.5135536],[0.23373707 0.3022324  0.34788412 ... 0.335043   0.3455927  0.28091553],[0.07617188 0.10888672 0.14501953 ... 0.07177734 0.06640625 0.05175781],"[2751.31490799 2827.50451375 2970.52485464 ... 2670.3176342  2793.02778268
 2786.51462221]"
TR446619,ART25707984,1323000,22050,"[3067.59612839 3139.17976573 3685.47031087 ... 3931.73933351 3372.63048196
 2689.37372651]","[6987.52441406 7278.22265625 8074.95117188 ... 8290.28320312 7999.58496094
 6298.46191406]",[0.         0.         0.         ... 8.325745   2.679534   0.29233733],[0.24987568 0.3125766  0.36861306 ... 0.16406187 0.15507583 0.10737651],[0.09033203 0.13476562 0.14257812 ... 0.15966797 0.09033203 0.05371094],"[2936.26626935 3056.57075703 3297.60774404 ... 3446.4747807  3375.66943181
 3034.9900863 ]"
TR273806,ART07024718,1323000,22050,"[1922.77494931 2269.89564851 2348.6164195  ... 2842.12906019 3115.276024
 3084.9084251 ]","[5275.63476562 6212.32910156 6244.62890625 ... 6675.29296875 6858.32519531
 6933.69140625]",[0.        0.        0.        ... 1.6105849 1.9810622 0.9299329],[0.2712381  0.33040348 0.39314184 ... 0.23360248 0.23862977 0.19447398],[0.02734375 0.03857422 0.04638672 ... 0.14501953 0.14306641 0.11230469],"[2689.71839481 2941.95413409 2914.82160993 ... 2862.80245063 2876.32188624
 2891.11554733]"
TR448877,ART07024718,1323000,22050,"[1669.14932078 3405.28416304 3105.64947736 ...  814.78573812  754.50761015
  696.95694951]","[4521.97265625 8279.51660156 7708.88671875 ... 1561.15722656 1453.49121094
 1324.29199219]",[0.         0.         0.         ... 0.03960212 0.17366003 0.6460058 ],[0.11722901 0.16759449 0.22030586 ... 0.0768817  0.07342516 0.06304289],[0.02490234 0.03515625 0.04589844 ... 0.02148438 0.01904297 0.01367188],"[2612.14456704 3518.15210622 3358.52284468 ... 1477.61134283 1404.75166645
 1342.98208305]"
TR870721,ART25707984,1323000,22050,"[2701.23391486 2545.17067763 2273.60702134 ... 2384.57355032 2548.66051925
 2331.98696771]","[5953.93066406 5910.86425781 5544.79980469 ... 5609.39941406 6223.09570312
 5534.03320312]",[0.        0.        0.        ... 1.0845594 1.0542673 1.4982054],[0.1243188  0.14381239 0.15303761 ... 0.13806213 0.13688874 0.12294793],[0.05810547 0.07080078 0.08740234 ... 0.08251953 0.08056641 0.06152344],"[2701.24703454 2695.13503666 2652.22715042 ... 2738.24485269 2871.74316254
 2726.44111263]"
TR166646,ART25707984,1323000,22050,"[2209.48806447 2223.37189664 2194.76313933 ... 3924.73487433 4250.51831741
 3608.36345587]","[4963.40332031 4661.93847656 4382.00683594 ... 9216.2109375  9259.27734375
 8602.51464844]",[0.         0.         0.         ... 0.5053528  0.6068767  0.53870773],[0.22089149 0.28895023 0.32596248 ... 0.23377214 0.21169974 0.18846463],[0.05224609 0.06982422 0.1015625  ... 0.16210938 0.16259766 0.12792969],"[2490.98273258 2349.96327339 2216.15148291 ... 3724.792374   3702.76300422
 3511.16294635]"
TR267048,ART25707984,1323000,22050,"[1639.16228477 1534.76549774 1438.51972673 ... 2646.25301458 2315.44528184
 1873.46995732]","[3574.51171875 3229.98046875 2982.34863281 ... 6449.19433594 5447.90039062
 4091.30859375]",[0.         0.         0.         ... 0.47251123 1.367214   1.2642696 ],[0.14569502 0.16811481 0.1924972  ... 0.48239568 0.478291   0.41908503],[0.02490234 0.04248047 0.05566406 ... 0.04101562 0.03613281 0.02001953],"[2183.53735306 1998.30238049 1875.28002548 ... 2826.65437098 2764.08221328
 2478.15893418]"
TR218393,ART25707984,1323000,22050,"[1184.93990191 1915.29347749 2881.14063937 ... 3066.02850462 3604.08869812
 4370.99956794]","[2540.91796875 4532.73925781 6115.4296875  ... 7439.72167969 7353.58886719
 7030.59082031]",[0.        0.        0.        ... 3.8722749 2.426552  3.5387115],[0.12442604 0.15775543 0.1970046  ... 0.07907333 0.07555134 0.06047299],[0.02050781 0.04785156 0.10449219 ... 0.16113281 0.23583984 0.20556641],"[2063.52097714 2542.71498019 2680.85462945 ... 2961.39696464 2932.70083035
 2595.33921575]"
TR251094,ART25707984,1323000,22050,"[2384.13846675 2147.74260114 1351.89012061 ... 3305.23531588 3364.36840247
 3429.56013293]","[4963.40332031 4834.20410156 3176.14746094 ... 6869.09179688 7149.0234375
 7396.65527344]",[0.        0.        0.        ... 1.9608278 1.354079  0.8708628],[0.09523048 0.11114398 0.12938897 ... 0.24565399 0.24560428 0.21437283],[0.01708984 0.01855469 0.02001953 ... 0.1328125  0.125      0.08935547],"[2359.70508644 2338.11831069 2150.88550582 ... 2920.63643262 3006.9957033
 3099.77703331]"
TR845575,ART25707984,1323000,22050,"[1511.80049995 1626.52483665 1914.04381101 ... 3415.1773875  3170.62888407
 2288.29527663]","[3509.91210938 3972.87597656 5103.36914062 ... 6524.56054688 6126.19628906
 5114.13574219]",[0.        0.        0.        ... 1.2476162 0.9528697 0.1968073],[0.14737181 0.17335042 0.20856434 ... 0.36966848 0.37797567 0.30026308],[0.00634766 0.01708984 0.02490234 ... 0.12109375 0.07177734 0.05224609],"[2332.61703003 2457.55971007 2709.36444055 ... 2905.5734056  2767.15276012
 2491.88369537]"
TR105364,ART25707984,1323000,22050,"[2110.40486621 2183.28391011 1965.96526188 ... 1877.30633784 2363.21786018
 2805.59710267]","[4737.3046875  4855.73730469 4371.24023438 ... 4565.0390625  6104.66308594
 6718.359375  ]",[0.         0.         0.         ... 2.6863742  0.88011444 1.1653504 ],[0.01887605 0.0218337  0.02817422 ... 0.08167848 0.07769296 0.07052399],[0.03076172 0.04833984 0.06689453 ... 0.05517578 0.07177734 0.05957031],"[2483.21456454 2512.39739663 2401.79736232 ... 2371.38284448 2908.13099635
 3097.56570468]"
TR550520,ART07024718,1323000,22050,"[1863.44893671 1941.8192673  1888.67345218 ... 1677.51508489 1593.62955736
 1615.27295236]","[3531.4453125  3563.74511719 3499.14550781 ... 3746.77734375 2616.28417969
 2896.21582031]",[0.         0.         0.         ... 0.39392108 1.0082577  2.1662924 ],[0.0916527  0.09778047 0.10251796 ... 0.10197986 0.09982457 0.09189138],[0.04248047 0.0546875  0.06396484 ... 0.06396484 0.06787109 0.046875  ],"[2136.52490572 2196.89528055 2159.06819348 ... 2376.10822571 2282.63133546
 2291.49196132]"
TR709616,ART25707984,1323000,22050,"[1694.20539697 2005.67514373 1997.87556306 ... 2825.20027402 2872.29825561
 2808.74121028]","[4349.70703125 5254.1015625  5243.33496094 ... 6739.89257812 6826.02539062
 6955.22460938]",[0.         0.         0.         ... 2.3181274  0.40340036 0.6715639 ],[0.38919333 0.4760446  0.5503792  ... 0.5398351  0.5421493  0.46656302],[0.01513672 0.02148438 0.02539062 ... 0.03564453 0.02929688 0.02294922],"[2545.64263793 2706.13190747 2679.96565605 ... 2933.59628871 2965.33809261
 3050.05206946]"
TR121405,ART25707984,1323000,22050,"[3800.49781055 3218.66792953 3427.77137285 ... 2271.14635057 2011.30956363
 3383.78611781]","[8430.24902344 7730.41992188 8451.78222656 ... 7170.55664062 5932.39746094
 8645.58105469]",[0.         0.         0.         ... 0.75872636 0.24913865 0.43344736],[0.15657489 0.1909978  0.29633066 ... 0.40621865 0.3321924  0.28169766],[0.02539062 0.05957031 0.08935547 ... 0.04150391 0.07714844 0.06884766],"[3463.24396313 3206.02199946 3423.13959727 ... 3253.05802951 3098.95209531
 3579.40701254]"
TR561056,ART25707984,1323000,22050,"[3125.98762082 3443.92519742 3505.25214641 ... 2257.68126402 2179.98528267
 2579.90520332]","[7105.95703125 7321.2890625  7687.35351562 ... 5684.765625   5566.33300781
 6352.29492188]",[0.         0.         0.         ... 0.83317083 0.85092944 0.5203019 ],[0.18170746 0.21861857 0.23374312 ... 0.51240945 0.439867   0.40757224],[0.06005859 0.08300781 0.10449219 ... 0.04638672 0.07617188 0.05322266],"[3074.27474444 3186.37215663 3296.12696579 ... 2793.19886458 2783.94727325
 3051.35254902]"
TR838304,ART25707984,1323000,22050,"[2505.69853758 2561.52902014 2635.71276982 ... 2230.57017726 3392.83918685
 3352.75274059]","[5254.1015625  5437.13378906 5673.99902344 ... 3865.20996094 7181.32324219
 7967.28515625]",[0.         0.         0.         ... 0.9330336  0.34709635 0.24150312],[0.23199643 0.27636525 0.31109348 ... 0.06885481 0.06365826 0.0596711 ],[0.05566406 0.08251953 0.10009766 ... 0.15283203 0.18017578 0.14599609],"[2673.1958168  2777.01339769 2820.04175105 ... 2126.52235733 2954.65707761
 3176.07686466]"
TR800085,ART25707984,1323000,22050,"[3075.33727979 3059.50897113 2725.45161721 ... 2037.4519663  1954.57210299
 1896.2700423 ]","[6847.55859375 6406.12792969 5921.63085938 ... 4069.77539062 3886.74316406
 3779.07714844]",[0.        0.        0.        ... 3.331409  2.532147  1.0987612],[0.15219872 0.21637848 0.25413755 ... 0.21802656 0.20372579 0.18255283],[0.05126953 0.06445312 0.06884766 ... 0.08056641 0.08789062 0.06396484],"[2913.53890419 2871.46850494 2752.95939532 ... 2184.29606741 2152.4375356
 2078.46400946]"
TR791255,ART07024718,1323000,22050,"[2738.18243233 2431.70666185 2144.32278769 ... 2734.28347547 4256.74262454
 5899.58648341]","[6965.99121094 6729.12597656 5996.99707031 ... 7170.55664062 9302.34375
 9679.17480469]",[0.        0.        0.        ... 3.181422  2.3979695 1.797886 ],[0.22930612 0.32656372 0.3569555  ... 0.2600708  0.251769   0.21699585],[0.02880859 0.03222656 0.05322266 ... 0.09765625 0.16894531 0.14550781],"[3141.1668039  3014.83390302 2839.86760677 ... 3164.29698864 3885.33642637
 3894.42974975]"
TR351380,ART25707984,1323000,22050,"[5287.4459601  5027.01463418 4185.2678512  ... 3733.04946588 3827.92538581
 3657.12807679]","[7978.05175781 7859.61914062 6912.15820312 ... 7536.62109375 7622.75390625
 7364.35546875]",[0.         0.         0.         ... 1.5102546  0.36575294 0.5411026 ],[0.195811   0.2698952  0.32009414 ... 0.12366963 0.12351752 0.10668024],[0.17382812 0.21386719 0.25292969 ... 0.17822266 0.17138672 0.12939453],"[2350.4672663  2571.15194736 2603.42676123 ... 3046.02909874 3043.08974998
 2898.05244929]"
TR978195,ART25707984,1323000,22050,"[3516.00728244 3779.00395061 3626.93733585 ... 1718.80480599 1846.59506079
 1972.40236868]","[5749.36523438 5770.8984375  5727.83203125 ... 3660.64453125 3929.80957031
 4543.50585938]",[0.        0.        0.        ... 0.5702057 1.1640749 0.7636652],[0.06053711 0.07590042 0.08706329 ... 0.33315685 0.29593536 0.22233948],[0.15478516 0.22607422 0.29443359 ... 0.05175781 0.06103516 0.05273438],"[2201.58391514 2038.12078367 1979.48878537 ... 1912.37666722 2126.56951248
 2320.40597238]"
TR409731,ART25707984,1323000,22050,"[1651.69791616 1823.31480011 1904.55807374 ... 4961.00645639 4691.12821876
 4342.191575  ]","[3499.14550781 3779.07714844 3789.84375    ... 9000.87890625 8656.34765625
 8408.71582031]",[0.         0.         0.         ... 3.298458   2.8851757  0.82377356],[0.13356386 0.1555446  0.17438255 ... 0.17640713 0.15272518 0.10608955],[0.03564453 0.05859375 0.06738281 ... 0.33447266 0.32910156 0.23095703],"[1877.3038661  1936.0885478  1944.47684047 ... 3227.2999409  3152.14846242
 3199.61885706]"
TR247713,ART25707984,1323000,22050,"[2429.38888904 2626.83817861 2995.46035731 ... 3203.32430349 2846.04623068
 2590.8488324 ]","[5372.53417969 5544.79980469 6029.296875   ... 7493.5546875  6427.66113281
 6503.02734375]",[0.        0.        0.        ... 1.090587  0.6285174 0.5624799],[0.17403556 0.19778392 0.21076532 ... 0.17869173 0.22139347 0.20297   ],[0.06933594 0.10986328 0.18896484 ... 0.14257812 0.10595703 0.07080078],"[2503.35955399 2513.39092784 2700.33836836 ... 3078.63658397 2961.39106924
 3060.36713816]"
TR448308,ART25707984,1323000,22050,"[3392.38419905 3430.52176376 4117.76088046 ... 1396.76852821 1314.42910578
 1212.82516498]","[9097.77832031 8947.04589844 9054.71191406 ... 3488.37890625 3423.77929688
 3014.6484375 ]",[0.         0.         0.         ... 1.3640301  0.82899624 0.19608232],[0.11514542 0.12748803 0.15958975 ... 0.35405016 0.28829053 0.19698735],[0.04150391 0.11474609 0.16162109 ... 0.03417969 0.03125    0.01757812],"[3835.05710017 3739.19379971 3723.17928179 ... 1988.43061495 1952.06380729
 1923.10392934]"
TR466521,ART25707984,1323000,22050,"[1768.08266245 2007.09962107 2099.21930411 ... 1704.63675782 1553.37545804
 1368.22802801]","[4941.87011719 5157.20214844 5157.20214844 ... 3746.77734375 3391.47949219
 3046.94824219]",[0.       0.       0.       ... 7.248525 8.095667 3.343496],[0.25960705 0.3025566  0.32934037 ... 0.24904612 0.2900152  0.28092632],[0.03222656 0.04052734 0.04736328 ... 0.07128906 0.03808594 0.01806641],"[2631.74513133 2714.19135049 2725.6093039  ... 2204.79320334 2143.24769542
 2067.73037326]"
TR466354,ART25707984,1323000,22050,"[5263.34647957 4698.25562303 3088.50122649 ... 2574.55302151 2578.62187212
 2803.03862904]","[9356.17675781 9259.27734375 7493.5546875  ... 6363.06152344 6427.66113281
 6955.22460938]",[0.        0.        0.        ... 6.2338905 4.203719  1.3638662],[0.14251783 0.20083073 0.22685596 ... 0.32610962 0.30634007 0.24012855],[0.07617188 0.1015625  0.11425781 ... 0.09814453 0.10107422 0.07714844],"[3645.45258677 3703.97515226 3204.2814657  ... 2894.7668164  2899.85656794
 3032.42778214]"
TR412854,ART25707984,1323000,22050,"[1650.67907261 2192.90734631 2574.51985873 ... 3231.47246946 3086.97012151
 2547.3028967 ]","[3585.27832031 4758.83789062 5447.90039062 ... 7472.02148438 7461.25488281
 6922.92480469]",[0.         0.         0.         ... 0.42414147 0.28128672 0.32619798],[0.15791643 0.19073184 0.21828175 ... 0.12719832 0.19352211 0.18459152],[0.03222656 0.07861328 0.11914062 ... 0.12255859 0.11083984 0.07910156],"[2386.29789818 2497.57839673 2582.32782737 ... 3092.30901506 3177.25747115
 3167.93946227]"
TR601309,ART07024718,1323000,22050,"[3788.97651352 2888.82847862 2288.78442737 ... 3038.49778802 4128.55472021
 5510.9230714 ]","[8193.38378906 6739.89257812 5167.96875    ... 7159.79003906 8807.08007812
 9528.44238281]",[0.        0.        0.        ... 5.1426454 2.7814856 1.4611815],[0.17326204 0.2184888  0.23988949 ... 0.27461183 0.2437012  0.1746605 ],[0.07373047 0.10498047 0.13720703 ... 0.16796875 0.29785156 0.27099609],"[3175.03151513 2902.33113541 2514.46164685 ... 3178.1717829  3479.55567448
 3516.81674189]"
TR674795,ART25707984,1323000,22050,"[3396.19509035 3007.70827765 2506.73943385 ... 2076.17864239 2543.02370364
 2191.67942427]","[7784.25292969 7708.88671875 6912.15820312 ... 5275.63476562 7116.72363281
 6255.39550781]",[0.         0.         0.         ... 0.30972287 0.19648692 5.2679925 ],[0.14252692 0.17671409 0.1923239  ... 0.14780042 0.16897611 0.1607263 ],[0.06347656 0.07226562 0.08544922 ... 0.02587891 0.03955078 0.03515625],"[3315.1674394  3317.33931318 3205.35957607 ... 2819.35403097 3045.37900697
 2934.84254164]"
TR775377,ART25707984,1323000,22050,"[3253.01785945 3188.54394421 3081.52002352 ... 2846.97952623 3109.15707747
 3115.87936705]","[7256.68945312 6976.7578125  6373.828125   ... 7084.42382812 7159.79003906
 6998.29101562]",[0.         0.         0.         ... 0.6508484  1.0375973  0.95857537],[0.20499824 0.23497751 0.26355302 ... 0.3706383  0.26975408 0.20840709],[0.08154297 0.11132812 0.14501953 ... 0.04443359 0.07324219 0.06738281],"[3020.496139   2934.85112607 2778.32495826 ... 3154.51442166 3131.02826203
 2979.15012309]"
TR840488,ART07024718,1323000,22050,"[1622.82293864 1820.8318704  1890.58681895 ... 2794.94601582 2413.35725543
 2243.65969562]","[4252.80761719 4866.50390625 4920.33691406 ... 6815.25878906 6276.92871094
 5512.5       ]",[0.        0.        0.        ... 0.9115498 5.264937  3.196255 ],[0.27248728 0.33347604 0.38125297 ... 0.30250955 0.2969648  0.263706  ],[0.00732422 0.01025391 0.01318359 ... 0.05859375 0.06835938 0.05615234],"[2607.14456882 2847.30235915 2914.14019331 ... 3127.61185926 3004.29937715
 2895.17679006]"
TR290267,ART25707984,1323000,22050,"[2851.67374743 3013.2999748  3034.97065391 ... 3076.26925452 3424.24759658
 3279.88025763]","[6287.6953125  6804.4921875  7073.65722656 ... 6933.69140625 7515.08789062
 7439.72167969]",[0.         0.         0.         ... 0.717133   0.35462928 5.791706  ],[0.00079106 0.0009523  0.00113503 ... 0.23358345 0.34158787 0.34003717],[0.078125   0.10498047 0.12890625 ... 0.12841797 0.11230469 0.0859375 ],"[2667.7958475  2758.57496058 2838.94202768 ... 2992.5197439  3131.21391653
 3189.6152006 ]"
TR873026,ART25707984,1323000,22050,"[2175.50258333 2299.80895992 2542.7442315  ... 2284.09009674 2751.21217959
 3042.22444222]","[4823.4375     4931.10351562 5264.86816406 ... 4737.3046875  6513.79394531
 6793.72558594]",[0.         0.         0.         ... 1.720382   0.7271014  0.60234094],[0.16812387 0.19624762 0.21053387 ... 0.21503319 0.21751036 0.19860424],[0.03417969 0.06445312 0.10205078 ... 0.07666016 0.07080078 0.04931641],"[2421.78753464 2405.43423145 2540.6595988  ... 2492.13331851 2857.06664106
 3000.65614546]"
TR583833,ART07024718,1323000,22050,"[2306.51953121 2295.65787207 2332.47669121 ... 3569.75008912 4142.08368107
 3487.49992502]","[4543.50585938 4694.23828125 5124.90234375 ... 9022.41210938 9205.44433594
 9076.24511719]",[0.         0.         0.         ... 0.5916998  0.21008764 0.3806072 ],[0.05988205 0.0684309  0.07500687 ... 0.08931974 0.09183063 0.08139318],[0.04394531 0.05810547 0.07958984 ... 0.17285156 0.16796875 0.13671875],"[2379.21434738 2459.38693487 2614.73524616 ... 3775.76511598 3816.22058019
 3793.55158361]"
TR424160,ART07024718,1323000,22050,"[2222.31097315 2288.55138847 2255.78768865 ... 2432.49775286 2407.00319088
 2230.39814044]","[4166.67480469 4306.640625   4500.43945312 ... 5221.80175781 5900.09765625
 5200.26855469]",[0.         0.         0.         ... 0.58977777 1.0150691  0.9271873 ],[0.21102683 0.2527995  0.28547427 ... 0.30311623 0.3106076  0.2750237 ],[0.05029297 0.07373047 0.10742188 ... 0.11328125 0.09472656 0.06103516],"[2064.0047156  2147.92091276 2204.59723253 ... 2562.37466775 2643.83020497
 2354.35803752]"
TR453640,ART07024718,1323000,22050,"[ 881.24333034  789.69296574  729.00920077 ... 1702.79296837 2098.10311238
 2119.88563553]","[1604.22363281 1571.92382812 1464.2578125  ... 4285.10742188 5318.70117188
 5340.234375  ]",[0.        0.        0.        ... 1.0336511 1.4594178 2.260671 ],[0.10726628 0.13432729 0.15129127 ... 0.38703117 0.43428934 0.39388794],[0.00683594 0.0078125  0.00976562 ... 0.04248047 0.04931641 0.03466797],"[1611.0439858  1380.72127053 1294.85997969 ... 2486.66759805 2473.9882464
 2500.79183732]"
TR693094,ART07024718,1323000,22050,"[2605.6790029  2408.0651593  1802.7559845  ... 2077.7917804  2076.47475175
 2072.94326941]","[5986.23046875 5835.49804688 4565.0390625  ... 5135.66894531 4941.87011719
 4995.703125  ]",[0.        0.        0.        ... 0.2555417 1.7575186 3.5739243],[0.00981948 0.01551407 0.01928368 ... 0.01171135 0.01257266 0.01154943],[0.04345703 0.05126953 0.05566406 ... 0.08447266 0.09033203 0.06347656],"[2676.15932588 2716.59815448 2528.24143444 ... 2567.89137871 2503.83535803
 2517.29098426]"
TR684216,ART07024718,1323000,22050,"[1185.33690954  869.279006    634.26064067 ... 4455.4063131  2071.85905028
 1072.24282618]","[2734.71679688 1421.19140625  925.92773438 ... 8860.91308594 5566.33300781
 2734.71679688]",[0.        0.        0.        ... 9.509281  7.1788673 2.9783998],[0.43397298 0.53188384 0.5578383  ... 0.2305494  0.34719568 0.34210533],[0.00683594 0.00927734 0.01318359 ... 0.20117188 0.18554688 0.04785156],"[2101.51241372 1775.99857406 1373.25395623 ... 3509.57837095 2814.0407296
 1951.65048074]"
TR770885,ART07024718,1323000,22050,"[3018.58244287 3071.86186698 3104.90040779 ... 1295.629106   1391.85828811
 1329.97477016]","[6503.02734375 6653.75976562 7213.62304688 ... 2282.51953125 2702.41699219
 2250.21972656]",[0.        0.        0.        ... 3.5831711 1.7021983 1.3601313],[0.23015243 0.26619577 0.29488504 ... 0.26560172 0.26431474 0.21927616],[0.07470703 0.09570312 0.10742188 ... 0.04736328 0.04833984 0.03808594],"[2833.79615764 2840.39918531 3011.97470916 ... 1792.87502292 1799.46869707
 1800.26071566]"
TR884950,ART25707984,1323000,22050,"[1127.39621516  971.73626272 1061.46127437 ... 3687.60348688 3273.9128051
 2604.91723864]","[1593.45703125 1281.22558594 1302.75878906 ... 6524.56054688 6201.5625
 5900.09765625]",[ 0.         0.         0.        ... 13.066396   9.56456    1.8689383],[0.21663903 0.24008001 0.34547853 ... 0.17221424 0.18795614 0.14879827],[0.01220703 0.01904297 0.02441406 ... 0.15820312 0.14648438 0.06689453],"[1915.42772891 1806.35124506 1935.4601899  ... 2530.19357093 2588.2604113
 2645.9846978 ]"
TR113702,ART07024718,1323000,22050,"[1754.18714743 1727.31801996 1866.85642551 ... 1743.87238651 1769.92988465
 1687.93248491]","[3359.1796875  3369.94628906 3531.4453125  ... 3122.31445312 3197.68066406
 3003.88183594]",[0.        0.        0.        ... 2.5737925 4.8565545 5.02318  ],[0.14317298 0.14523004 0.15340765 ... 0.3033815  0.3047636  0.26924056],[0.03710938 0.06152344 0.10205078 ... 0.07275391 0.08007812 0.05859375],"[1909.51909548 1967.92959341 2141.57651797 ... 1866.7169215  1840.00164607
 1753.04920406]"
TR300576,ART25707984,1323000,22050,"[3120.17159432 3246.84403497 3217.95436246 ... 3488.81544526 3087.90203983
 2683.01914221]","[6567.62695312 6729.12597656 6793.72558594 ... 7170.55664062 6589.16015625
 6007.76367188]",[0.        0.        0.        ... 7.2115874 4.1601853 1.1270688],[0.1060786  0.14232688 0.15702266 ... 0.19890691 0.2339083  0.21426374],[0.08837891 0.13183594 0.17041016 ... 0.14306641 0.11328125 0.06152344],"[2745.58089432 2771.91449927 2800.83787054 ... 2815.4497796  2871.19166616
 2845.0853839 ]"
TR303682,ART07024718,1323000,22050,"[1373.72852137 1249.24215388 1405.07663495 ... 1020.43555418  882.82544542
  865.34587879]","[3014.6484375  2508.61816406 2756.25       ... 1959.52148438 1539.62402344
 1410.42480469]",[0.        0.        0.        ... 1.4622498 1.515818  2.53912  ],[0.39980587 0.46016532 0.5035236  ... 0.39099455 0.4881191  0.45579073],[0.0078125  0.015625   0.02587891 ... 0.01367188 0.01220703 0.00830078],"[2179.73516712 2087.70311711 2268.18342025 ... 2069.22821368 1701.10302914
 1788.42865855]"
TR919804,ART07024718,1323000,22050,"[1749.86615825 2049.90868456 2464.79276659 ... 2421.38137563 1613.8564912
 1429.8308169 ]","[3951.34277344 5372.53417969 7245.92285156 ... 7009.05761719 3994.40917969
 3294.58007812]",[0.        0.        0.        ... 3.148997  2.2713099 1.4794652],[0.26014134 0.2871043  0.30413184 ... 0.38633853 0.44580448 0.42088842],[0.03369141 0.046875   0.07128906 ... 0.05224609 0.04541016 0.02587891],"[2754.34842518 2970.40908036 3046.22885977 ... 3083.51896171 2462.42437708
 2180.17016138]"
TR511007,ART07024718,1323000,22050,"[1902.75545167 2007.49292648 2198.81220891 ... 2309.12962704 2025.29997448
 1998.03583869]","[3800.61035156 4059.00878906 4511.20605469 ... 5738.59863281 4931.10351562
 4726.53808594]",[0.        0.        0.        ... 0.6099912 0.5552673 0.4086318],[0.1301753  0.13952874 0.16708371 ... 0.34373018 0.3612251  0.31713662],[0.0390625  0.07080078 0.08691406 ... 0.07177734 0.05664062 0.03857422],"[2351.81994768 2423.72721377 2484.23729121 ... 2791.10575793 2611.89030819
 2596.39015481]"
TR591369,ART25707984,1323000,22050,"[3381.0800457  3341.54694793 3401.22856705 ... 3045.84279939 3110.11272593
 3053.22744462]","[8042.65136719 7698.12011719 7655.05371094 ... 6686.05957031 6836.79199219
 7052.12402344]",[0.        0.        0.        ... 1.2280083 1.2594566 0.8578354],[0.10819887 0.12645052 0.130179   ... 0.06559969 0.07297695 0.06033689],[0.04394531 0.08154297 0.10205078 ... 0.10253906 0.10888672 0.09228516],"[3334.69245714 3177.28625358 3111.97272219 ... 2957.00343022 2974.22681888
 3026.40215237]"
TR991289,ART25707984,1323000,22050,"[1639.16228477 1534.76549774 1438.51972673 ... 2646.25301458 2315.44528184
 1873.46995732]","[3574.51171875 3229.98046875 2982.34863281 ... 6449.19433594 5447.90039062
 4091.30859375]",[0.         0.         0.         ... 0.47251123 1.367214   1.2642696 ],[0.14569502 0.16811481 0.1924972  ... 0.48239568 0.478291   0.41908503],[0.02490234 0.04248047 0.05566406 ... 0.04101562 0.03613281 0.02001953],"[2183.53735306 1998.30238049 1875.28002548 ... 2826.65437098 2764.08221328
 2478.15893418]"
TR981948,ART25707984,1323000,22050,"[3616.28524708 3350.29245001 2386.86990961 ... 2931.39192416 2690.6027691
 2350.18204474]","[7838.0859375  7611.98730469 5996.99707031 ... 6782.95898438 6319.99511719
 5727.83203125]",[0.        0.        0.        ... 3.255096  2.9716523 1.7420418],[0.11405793 0.18669467 0.28591907 ... 0.33516866 0.33686036 0.28376806],[0.08984375 0.11230469 0.11572266 ... 0.08886719 0.08544922 0.06005859],"[3108.53621132 3107.03326727 2820.91153719 ... 3091.97180823 2930.49220283
 2754.68307637]"
