id,id_artist,num_samples,sr,centroid,rolloff,flux,rms,zcr,spectral_bw
TR770488,ART25707984,1323000,22050,"[ 991.85874531  766.22575752  925.45809726 ... 3860.23531652 3729.57777529
 3142.32365317]","[1442.72460938  818.26171875 1119.7265625  ... 8225.68359375 7881.15234375
 7159.79003906]","[ 0.          0.          0.         ...  0.67457557 11.1730385
  6.1018147 ]",[0.258856   0.3123384  0.3726773  ... 0.1439648  0.16239871 0.15345797],[0.00439453 0.00634766 0.01171875 ... 0.13916016 0.14697266 0.10351562],"[2051.82898117 1766.68892747 2086.11216945 ... 3199.79207658 3123.52517412
 2967.03276845]"
TR580051,ART25707984,1323000,22050,"[2610.86962118 2750.28199744 2562.99547957 ... 2983.20183332 3072.36792745
 3081.04117322]","[6072.36328125 6438.42773438 6072.36328125 ... 5663.23242188 5706.29882812
 5878.56445312]",[0.        0.        0.        ... 1.1490337 1.1004611 1.1121659],[0.19527313 0.2276102  0.26636472 ... 0.27469552 0.2716537  0.23308648],[0.05322266 0.08007812 0.10302734 ... 0.16064453 0.15820312 0.12158203],"[2882.17743487 2958.45667153 2808.12605411 ... 2556.11304281 2651.19424883
 2697.54428744]"
TR172746,ART25707984,1323000,22050,"[2045.64494374 1877.31206384 1813.03854969 ... 1779.70248668 1725.62353104
 1709.58911711]","[4446.60644531 4295.87402344 4252.80761719 ... 3865.20996094 3962.109375
 3908.27636719]",[0.        0.        0.        ... 0.9334788 1.1502485 0.916036 ],[0.18500842 0.24242283 0.28823042 ... 0.30803117 0.30655044 0.2672652 ],[0.02148438 0.03955078 0.06689453 ... 0.02636719 0.02929688 0.02246094],"[2483.14535462 2454.55656984 2395.08049839 ... 2184.47293165 2227.55308568
 2245.99729556]"
TR904420,ART25707984,1323000,22050,"[3063.01893678 3320.23144882 3622.55202328 ... 3664.00963617 3669.77491675
 3460.42540199]","[7105.95703125 7407.421875   7558.15429688 ... 7805.78613281 7730.41992188
 7547.38769531]",[0.         0.         0.         ... 0.72552896 0.7673345  0.779125  ],[0.06893545 0.07624552 0.08321407 ... 0.12408122 0.11242144 0.09187726],[0.11132812 0.17333984 0.22509766 ... 0.13671875 0.13574219 0.09667969],"[2967.5144159  3022.18241942 3040.81111264 ... 3160.57342077 3166.06575148
 3119.88441271]"
TR975085,ART25707984,1323000,22050,"[2234.76588811 2351.74692876 2465.81378279 ... 3805.5605187  4014.83078172
 3606.13354646]","[5167.96875    5458.66699219 5738.59863281 ... 8311.81640625 8214.91699219
 7396.65527344]",[0.        0.        0.        ... 0.5100874 0.6172257 1.1760408],[0.26289406 0.33213344 0.40861705 ... 0.26869047 0.26972643 0.23934127],[0.04492188 0.06445312 0.078125   ... 0.14990234 0.16162109 0.13134766],"[2484.03329703 2570.51810328 2766.86495867 ... 3426.28191335 3304.91680393
 3074.56168094]"
TR917955,ART25707984,1323000,22050,"[2881.64563887 3367.74067592 3992.92446251 ... 2810.61437408 2887.9238769
 2570.60145501]","[6869.09179688 7461.25488281 7773.48632812 ... 6470.72753906 6599.92675781
 6050.83007812]","[ 0.          0.          0.         ...  0.46468773 14.087086
  8.616803  ]",[0.08144949 0.08960418 0.09846912 ... 0.2995292  0.33156648 0.31611648],[0.06884766 0.12158203 0.17773438 ... 0.06005859 0.07226562 0.06542969],"[3079.83517082 3204.09473868 3212.15123182 ... 2978.29718989 2990.66127584
 2828.9251706 ]"
TR376028,ART07024718,1323000,22050,"[1084.17218517  862.45855127  647.91431452 ... 2419.6765648  2478.70333893
 2404.10604379]","[2368.65234375 1862.62207031 1582.69042969 ... 6190.79589844 6136.96289062
 5846.26464844]",[0.         0.         0.         ... 3.533916   0.9407537  0.29865783],[0.26172543 0.29404175 0.30756322 ... 0.41789898 0.3878279  0.31505883],[0.00195312 0.00341797 0.00537109 ... 0.03027344 0.03222656 0.02490234],"[2048.32837303 1808.42218926 1422.1208159  ... 2931.36141232 2897.53719589
 2803.65523707]"
TR591366,ART25707984,1323000,22050,"[3183.76847046 4281.23491061 4861.03466951 ... 2844.28739091 1840.75997121
 1286.26185241]","[8354.8828125  9173.14453125 9302.34375    ... 6965.99121094 4500.43945312
 2400.95214844]",[0.         0.         0.         ... 4.2014356  0.21017183 0.7326878 ],[0.15149528 0.18550183 0.21472634 ... 0.3466685  0.34834892 0.32661176],[0.05078125 0.08203125 0.11572266 ... 0.12597656 0.06933594 0.03369141],"[3571.70469089 3759.69393189 3757.06893513 ... 3186.97339832 2543.38387188
 2052.95898015]"
TR392741,ART25707984,1323000,22050,"[2787.52660743 2880.75752443 2990.84923952 ... 1168.88414262  696.75427371
  759.22980029]","[5846.26464844 5932.39746094 5932.39746094 ... 2260.98632812 1281.22558594
 1313.52539062]",[0.         0.         0.         ... 0.6295546  0.04599174 0.0566285 ],[0.03415906 0.0383353  0.04193219 ... 0.02095498 0.01802676 0.01547301],[0.05419922 0.09521484 0.13916016 ... 0.03515625 0.01953125 0.01416016],"[2522.14768781 2546.24440012 2560.24510219 ... 2160.9674308  1416.3969072
 1539.45796645]"
TR600057,ART25707984,1323000,22050,"[1516.40049334 1457.52863898 1237.80896866 ... 2586.6152461  1896.90976897
 1850.27532714]","[3682.17773438 3563.74511719 2853.14941406 ... 5770.8984375  4317.40722656
 3800.61035156]",[0.         0.         0.         ... 0.71434975 0.17369398 0.15702976],[0.35886753 0.43063164 0.4812307  ... 0.08402053 0.12251925 0.11467032],[0.00683594 0.00878906 0.01123047 ... 0.10058594 0.07958984 0.05224609],"[2392.15477199 2395.10130675 2212.75427531 ... 2707.44869045 2550.84656617
 2528.05523745]"
TR772758,ART25707984,1323000,22050,"[2386.60833663 2689.49891378 2900.95697736 ... 3616.65442366 3516.82654656
 3332.24473538]","[5835.49804688 6029.296875   6212.32910156 ... 7493.5546875  7245.92285156
 6836.79199219]",[0.         0.         0.         ... 5.218496   1.9546112  0.45693398],[0.23140557 0.27924103 0.31623834 ... 0.21748295 0.17387226 0.13364099],[0.03271484 0.05761719 0.07910156 ... 0.19628906 0.19042969 0.13720703],"[2657.7806261  2774.43599745 2818.99460539 ... 2925.12289566 2825.90435102
 2864.19546426]"
TR895785,ART25707984,1323000,22050,"[3370.57153674 3307.54803272 3356.90341758 ... 3706.67196503 3589.45493568
 2799.30407743]","[6858.32519531 6653.75976562 7127.49023438 ... 8430.24902344 8322.58300781
 6556.86035156]",[0.         0.         0.         ... 0.43679228 0.7095569  1.0692965 ],[0.16399024 0.19492072 0.22326188 ... 0.22305144 0.27540633 0.24853344],[0.09179688 0.14453125 0.19238281 ... 0.11767578 0.13427734 0.12109375],"[2850.74822217 2864.45172954 2935.41038177 ... 3561.87005609 3439.47592237
 2930.39861207]"
TR219347,ART25707984,1323000,22050,"[3976.7434762  3916.99501242 3090.37219146 ... 3547.9560342  2674.82122083
 2691.95836753]","[7881.15234375 7838.0859375  6976.7578125  ... 8128.78417969 6093.89648438
 5867.79785156]",[ 0.        0.        0.       ... 19.354    15.07559   5.229343],[0.01061418 0.0115658  0.01217334 ... 0.10152915 0.1265171  0.1224189 ],[0.11083984 0.12353516 0.14306641 ... 0.22753906 0.19091797 0.10058594],"[3136.0866027  3105.66867119 2962.34536046 ... 3128.13400938 2742.69999434
 2614.28029006]"
TR801490,ART25707984,1323000,22050,"[ 612.16863725 2253.59603199 2642.76797637 ... 1423.73706002 1619.50248592
 1625.28351795]","[ 699.82910156 6546.09375    6718.359375   ... 2670.1171875  3402.24609375
 3251.51367188]",[0.         0.         0.         ... 0.91811216 0.44014326 0.7293454 ],[0.09079574 0.16749045 0.21424758 ... 0.12453863 0.1158925  0.10073155],[0.02294922 0.04296875 0.06445312 ... 0.03564453 0.03515625 0.02539062],"[1368.18529147 2959.57430514 2900.70659216 ... 2151.94287839 2330.61540784
 2399.68568181]"
TR952064,ART07024718,1323000,22050,"[5027.0770825  4523.06632418 5239.6378334  ... 1679.61823604 1644.40438101
 1641.08012015]","[9474.609375   9119.31152344 9571.50878906 ... 3617.578125   3865.20996094
 3466.84570312]",[0.         0.         0.         ... 1.1788327  1.0620728  0.14022622],[0.11783292 0.17470868 0.20958522 ... 0.29630175 0.29546583 0.2624286 ],[0.15576172 0.27636719 0.3359375  ... 0.046875   0.04345703 0.03320312],"[3573.16165829 3488.34341026 3586.94385389 ... 2366.86285561 2432.76956265
 2420.1546368 ]"
TR472380,ART25707984,1323000,22050,"[3075.35753218 3464.05769215 3146.52410997 ... 2732.79020903 2597.1742991
 1882.57666138]","[8031.88476562 8484.08203125 7504.32128906 ... 6298.46191406 6373.828125
 5523.26660156]",[0.        0.        0.        ... 2.0646055 2.6688395 1.4052159],[0.3089228  0.3829315  0.44404095 ... 0.3396706  0.32017583 0.26887894],[0.03320312 0.04980469 0.07324219 ... 0.04101562 0.03320312 0.01953125],"[3496.27395491 3573.60900307 3235.0048132  ... 2962.05606415 3021.35540843
 2925.33772537]"
TR700059,ART07024718,1323000,22050,"[4463.95754507 4323.07511925 3892.01845616 ... 1557.13435351 1472.30391878
 1328.65368348]","[6836.79199219 6621.45996094 6363.06152344 ... 3111.54785156 2917.74902344
 2670.1171875 ]",[0.        0.        0.        ... 0.9522884 1.472685  1.0540627],[0.12291653 0.16509116 0.22238718 ... 0.2978409  0.32194668 0.27522525],[0.20263672 0.27001953 0.32226562 ... 0.04980469 0.046875   0.03173828],"[2449.68822963 2420.28613817 2530.1944641  ... 2098.26332906 1920.41944727
 1846.77754344]"
TR696046,ART25707984,1323000,22050,"[2264.17146269 2643.61687784 2912.27585697 ... 3288.90096793 3330.62796843
 2839.8069643 ]","[5243.33496094 5813.96484375 6093.89648438 ... 6373.828125   6632.2265625
 6384.59472656]","[ 0.          0.          0.         ... 14.639866    6.2275567
  0.37344277]",[0.10927149 0.13660115 0.16134171 ... 0.16321813 0.15163012 0.09561293],[0.04931641 0.07861328 0.10107422 ... 0.21386719 0.13574219 0.08007812],"[2346.03427317 2617.85015402 2728.02928468 ... 2632.77240136 2744.77692846
 2745.90617689]"
TR213252,ART07024718,1323000,22050,"[1844.37886008 1778.81639818 1859.25865016 ... 1423.57145478 1492.14333934
 1441.25335867]","[4188.20800781 3951.34277344 4123.60839844 ... 2670.1171875  2971.58203125
 2756.25      ]",[0.        0.        0.        ... 1.4077206 1.1655285 0.7045394],[0.05107493 0.06455027 0.07641809 ... 0.33285752 0.338838   0.29828998],[0.04638672 0.06542969 0.08691406 ... 0.03515625 0.03027344 0.02148438],"[1869.01588295 1808.16648366 1803.75135031 ... 2112.51323813 2191.55039777
 2156.54938694]"
TR751110,ART25707984,1323000,22050,"[3164.04720686 4118.90749941 3526.80904158 ... 4882.13122416 3471.63016982
 2839.56969952]","[7482.78808594 7633.52050781 6912.15820312 ... 9560.7421875  7655.05371094
 6772.19238281]",[0.         0.         0.         ... 0.22568806 8.387624   5.0037985 ],[0.01324504 0.03669109 0.06954944 ... 0.05813612 0.07291906 0.07118068],[0.10253906 0.1875     0.20605469 ... 0.1640625  0.17236328 0.06835938],"[2999.50643973 2912.65656624 2963.45359418 ... 3576.98812907 3359.0001851
 3082.29794286]"
TR901455,ART25707984,1323000,22050,"[2963.86433287 2745.23737361 2592.63046586 ... 2510.09990583 2330.79139455
 1716.3658723 ]","[7245.92285156 6481.49414062 6115.4296875  ... 6782.95898438 6104.66308594
 3359.1796875 ]",[0.        0.        0.        ... 1.6725469 0.869442  0.6034642],[0.20620136 0.2692952  0.35833868 ... 0.45946914 0.44939783 0.3976227 ],[0.06347656 0.08105469 0.09472656 ... 0.04052734 0.03857422 0.02246094],"[3144.2682911  2899.03108741 2791.81246404 ... 3104.5192331  2908.21093539
 2208.76908383]"
TR751225,ART25707984,1323000,22050,"[1826.41255119 2261.52651973 1929.55165397 ... 3176.02910154 3036.50388297
 2429.27491043]","[4705.00488281 5663.23242188 4274.34082031 ... 6599.92675781 6255.39550781
 4898.80371094]",[0.        0.        0.        ... 3.6277297 4.9219236 1.7135735],[0.1959535  0.26174393 0.31005627 ... 0.19036622 0.18215449 0.14554185],[0.02734375 0.046875   0.06542969 ... 0.13769531 0.12207031 0.08544922],"[2553.16462978 2696.29006404 2332.82481377 ... 2699.80989047 2628.16912301
 2351.87430457]"
TR239743,ART25707984,1323000,22050,"[1514.75124209 1837.42283457 2282.74364459 ... 2200.71132351 1714.4276152
 1540.98653547]","[2971.58203125 3897.50976562 4565.0390625  ... 5232.56835938 4198.97460938
 4134.375     ]",[0.         0.         0.         ... 0.4577412  0.6196033  0.72037196],[0.00395252 0.00454225 0.00528722 ... 0.4509119  0.4165615  0.33371514],[0.03271484 0.06689453 0.10253906 ... 0.04882812 0.03222656 0.01611328],"[2157.72222804 2311.48953019 2427.87621293 ... 2616.3409594  2375.98797751
 2420.50053539]"
TR517220,ART25707984,1323000,22050,"[2447.7170874  2798.72777772 3008.14160866 ... 2116.2805224  1936.30890615
 2197.56279617]","[5587.86621094 5964.69726562 6169.26269531 ... 5081.8359375  5081.8359375
 6169.26269531]",[0.         0.         0.         ... 0.73647726 2.4802675  2.6828074 ],[0.24021117 0.2857791  0.31304002 ... 0.3814133  0.4289217  0.42547157],[0.04150391 0.07080078 0.08886719 ... 0.08691406 0.06298828 0.01757812],"[2628.99777862 2729.10123168 2774.81152507 ... 2737.18760064 2812.90036774
 3010.98654147]"
TR960740,ART25707984,1323000,22050,"[2637.46330916 2384.4863541  1562.25705639 ... 2695.38781665 2727.95220136
 3121.11007633]","[7310.52246094 6589.16015625 3660.64453125 ... 6287.6953125  6406.12792969
 7138.25683594]",[0.         0.         0.         ... 1.78797    0.41664982 0.6965805 ],[0.07557453 0.08681942 0.10130882 ... 0.18238965 0.17432834 0.15230124],[0.02197266 0.02783203 0.03222656 ... 0.09912109 0.12255859 0.09423828],"[3277.31210374 3120.53565061 2578.88814947 ... 2776.13030188 2862.91689398
 3171.37743742]"
TR203683,ART07024718,1323000,22050,"[3224.60161705 3459.29969321 3415.3714782  ... 2113.75440666 2158.29589429
 2282.89195566]","[7827.31933594 7310.52246094 6933.69140625 ... 5135.66894531 4877.27050781
 4769.60449219]",[0.        0.        0.        ... 4.2841177 4.3361015 3.581606 ],[0.16838081 0.21874346 0.24425033 ... 0.30090985 0.3009387  0.26184478],[0.07373047 0.13769531 0.20117188 ... 0.03466797 0.04199219 0.03662109],"[3239.07921392 3084.24521709 2830.45404311 ... 2657.88805277 2733.92028527
 2750.25056641]"
TR742051,ART25707984,1323000,22050,"[1465.33084423 1451.49048046 1947.52944963 ... 6183.57335748 6135.72387042
 5672.39966472]","[3402.24609375 3972.87597656 4941.87011719 ... 9442.30957031 9474.609375
 9323.87695312]",[0.         0.         0.         ... 1.3189873  1.8855817  0.90691483],[0.31765568 0.4119645  0.4660338  ... 0.06463395 0.04233858 0.03163991],[0.01025391 0.02685547 0.046875   ... 0.59228516 0.52001953 0.37695312],"[2331.69441309 2392.95577022 2535.32606568 ... 2861.79818075 2907.23042076
 2934.23180337]"
TR778894,ART25707984,1323000,22050,"[2002.71353323 2036.01748036 1898.42129508 ... 1842.89347612 1993.1004033
 2360.06865577]","[4855.73730469 4952.63671875 4565.0390625  ... 4328.17382812 4446.60644531
 4974.16992188]",[0.         0.         0.         ... 0.83227205 1.3646032  1.2101207 ],[0.32391265 0.41360924 0.47014517 ... 0.3317405  0.2736068  0.19279274],[0.01025391 0.02636719 0.05517578 ... 0.08154297 0.09375    0.08007812],"[2487.03457246 2520.46408638 2358.18072719 ... 2248.15948715 2313.98326297
 2444.50760926]"
TR837586,ART25707984,1323000,22050,"[1453.01217626 1206.07096731 1708.80464761 ... 1714.85566575 2028.32422534
 1978.45018411]","[3552.97851562 2422.48535156 3757.54394531 ... 3671.41113281 4640.40527344
 4565.0390625 ]",[0.         0.         0.         ... 0.6975013  0.22406699 0.67265236],[0.09034029 0.10257912 0.19603077 ... 0.11215961 0.10701138 0.09521901],[0.01171875 0.03271484 0.04980469 ... 0.05322266 0.05175781 0.04101562],"[2300.82636201 1966.213001   2226.38288486 ... 2307.50051814 2576.79708908
 2583.86840594]"
TR872232,ART25707984,1323000,22050,"[2102.44766999 1848.75013604  985.48151999 ... 1812.73312245 2396.98701281
 4004.37579351]","[6007.76367188 4844.97070312 1776.48925781 ... 4715.77148438 6007.76367188
 7299.75585938]",[0.        0.        0.        ... 0.9776975 0.7624342 0.5326627],[0.04796093 0.23369268 0.39487964 ... 0.18987401 0.16885631 0.13567837],[0.03173828 0.03710938 0.03857422 ... 0.08154297 0.12402344 0.10839844],"[2649.36690095 2378.1791877  1747.89931863 ... 2502.0216265  2886.59470265
 2980.17908603]"
TR438358,ART25707984,1323000,22050,"[1911.11004314 2186.8448294  2126.46218768 ... 4582.98833815 4036.14309552
 3907.2779007 ]","[5157.20214844 5652.46582031 5200.26855469 ... 8720.94726562 7881.15234375
 7795.01953125]",[0.         0.         0.         ... 1.6272714  0.7931071  0.19767116],[0.2606911  0.31576055 0.36960086 ... 0.3105407  0.30656838 0.26569143],[0.01318359 0.02392578 0.04150391 ... 0.06591797 0.06542969 0.04541016],"[2695.74932756 2721.158135   2636.53322248 ... 3623.36139773 3514.02277761
 3519.93395673]"
TR320814,ART07024718,1323000,22050,"[2725.37877614 3052.6413852  3327.62178576 ... 3630.13282278 3887.97638994
 4199.43174975]","[6782.95898438 7428.95507812 8139.55078125 ... 8828.61328125 8764.01367188
 8451.78222656]",[0.         0.         0.         ... 1.2426     0.8522204  0.45850843],[0.18427701 0.23955852 0.28284982 ... 0.18476832 0.1695326  0.13350618],[0.04248047 0.08105469 0.11328125 ... 0.16699219 0.12890625 0.10302734],"[3103.52341074 3195.24406127 3388.54139209 ... 3517.94220525 3580.95586764
 3530.18009622]"
TR108446,ART25707984,1323000,22050,"[2326.97557484 2386.71994558 2262.18955135 ... 2366.73419948 2566.48376311
 2382.05211156]","[5103.36914062 5232.56835938 5017.23632812 ... 6180.02929688 6933.69140625
 6233.86230469]",[0.        0.        0.        ... 1.0846884 1.090089  3.4949992],[0.10892207 0.14649655 0.17430884 ... 0.38793674 0.46712005 0.46149072],[0.04492188 0.05859375 0.07617188 ... 0.10400391 0.06396484 0.03857422],"[2653.22890977 2663.10077304 2599.72725119 ... 2974.69171834 3196.20800705
 2978.49393103]"
TR204867,ART25707984,1323000,22050,"[1714.5136415  1656.1851123  1590.9581352  ... 2525.384847   2610.00982519
 2540.26098637]","[4005.17578125 3822.14355469 3402.24609375 ... 5394.06738281 5598.6328125
 6147.72949219]",[0.         0.         0.         ... 0.69851726 0.90428245 0.87170446],[0.03418096 0.03569204 0.03612396 ... 0.12152211 0.10252666 0.07270284],[0.046875   0.06103516 0.078125   ... 0.10595703 0.09765625 0.07080078],"[2250.47997011 2207.46503087 2161.8058464  ... 2440.22594033 2557.93138393
 2751.08883935]"
TR231277,ART07024718,1323000,22050,"[4589.1207141  4727.16549193 4892.13308915 ... 3659.66759635 2390.30933254
 2245.31918932]","[9194.67773438 9377.70996094 9410.00976562 ... 8387.18261719 6266.16210938
 6449.19433594]",[0.        0.        0.        ... 3.712066  2.3643723 2.2225206],[0.17122906 0.205149   0.23860066 ... 0.20988195 0.22639593 0.2123798 ],[0.12548828 0.20507812 0.26171875 ... 0.28076172 0.16210938 0.07177734],"[3599.60457624 3682.30420979 3714.03406019 ... 3326.61152846 2756.59767372
 2703.80204716]"
TR137864,ART25707984,1323000,22050,"[1807.28934727 2045.97570098 1554.29454502 ... 3040.89623577 3290.53910668
 3443.21452395]","[4974.16992188 6029.296875   4920.33691406 ... 7568.92089844 7547.38769531
 8064.18457031]",[0.         0.         0.         ... 0.11477254 3.946865   6.029964  ],[0.22223984 0.25229606 0.2730546  ... 0.0938456  0.10168258 0.09692608],[0.01123047 0.01513672 0.01660156 ... 0.09667969 0.12451172 0.10693359],"[2722.7441095  2981.26573756 2720.01405638 ... 3192.3945802  3155.90359642
 3281.10368388]"
